_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
27048,UA65000000000030969,UA65080000000090947,UA65080070000011930,"","",H,Каланчацька
25788,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010120067496,"",C,Мар’ївка
25789,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010130094582,"",C,Миронівка
25790,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010140084113,"",C,Нова Семенівка
25791,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010150075800,"",C,Нове
25792,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010160096214,"",C,Новоєгорівка
25793,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010170069027,"",C,Паризьке
25794,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010180069832,"",C,Петрівка
25795,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010190015230,"",C,Побєда
25796,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010200079867,"",C,Роздолля
25797,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010210092529,"",C,Суданка
25798,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010220025681,"",C,Тимченки
25799,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010230035440,"",C,Червоне
25800,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010240014025,"",C,Шульське
25801,UA63000000000041885,UA63100000000059237,UA63100010000016136,UA63100010250044504,"",X,Краснопавлівське
25803,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030010050961,"",T,Близнюки
25804,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030020011809,"",C,Алісівка
25805,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030030089507,"",C,Андріївка
25806,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030040075939,"",C,Батюшки
25807,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030050087071,"",C,Башилівка
25808,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030060092793,"",C,Безпальцеве
25809,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030070068651,"",C,Берестове
25810,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030080094876,"",C,Берестове
25811,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030090051882,"",C,Богданівка
25812,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030100067918,"",C,Бубнове Перше
25813,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030110016026,"",C,Бурбулатове
25814,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030120073099,"",C,Валер’яновка
25815,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030130099171,"",C,Варварівка
25817,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030150074428,"",C,Верхньоводяне
25818,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030160098486,"",C,Верхня Самара
25819,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030170027162,"",C,Верхове
25820,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030180013787,"",C,Веселе
25821,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030190028090,"",C,Вишневе
25822,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030200041577,"",C,Вільне Друге
25823,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030210099920,"",C,Вільне Перше
25824,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030220081437,"",C,Водолазьке
25825,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030230098787,"",C,Водяне
25826,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030240096502,"",C,Водяне
25827,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030250041618,"",C,Ганнівка
25828,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030260026908,"",C,Ганно-Рудаєве
25829,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030270010710,"",C,Григорівка
25830,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030280059253,"",C,Далеке
25831,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030290050308,"",C,Дмитрівка
25832,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030300079623,"",C,Дмитрівка
25833,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030310092362,"",C,Добровілля
25834,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030320019858,"",C,Дубове
25835,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030330044621,"",C,Дунине
25836,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030340014842,"",C,Енергетиків
25837,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030350078391,"",C,Зубове
25838,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030360085210,"",C,Катеринівка
25839,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030370050648,"",C,Квітневе
25840,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030380019621,"",C,Кленове
25841,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030390074440,"",C,Криштопівка
25842,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030400042057,"",C,Ладне
25843,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030410027901,"",C,Лугове
25844,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030420011650,"",C,Лукашівка
25845,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030430018200,"",C,Мар’ївка
25846,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030440046380,"",C,Микільське
25847,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030450027975,"",C,Миколаївка Друга
25848,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030460072227,"",C,Миколаївка Перша
25849,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030470037002,"",C,Милівка
25850,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030480091875,"",C,Мирне
25851,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030490094986,"",C,Миролюбівка
25852,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030500064687,"",C,Морокине
25853,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030510069065,"",C,Надеждине
25854,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030520030727,"",C,Настасівка
25855,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030530031745,"",C,Новоіванівка
25856,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030540063414,"",C,Новомар’ївка
25857,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030550026094,"",C,Новомиколаївка
25858,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030560095486,"",C,Новонадеждине
25859,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030570020065,"",C,Новоолександрівка
25860,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030580085621,"",C,Новопавлівка
25861,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030590014471,"",C,Новопокровка
25862,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030600027890,"",C,Новоселівка
25863,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030610061581,"",C,Новоселівка
25864,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030620010397,"",C,Новотроїцьке
25865,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030630034915,"",C,Новоукраїнка
25866,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030640022618,"",C,Новоуплатне
25867,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030650066423,"",C,Одинецьке
25868,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030660082414,"",C,Олександрівка
25869,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030670069507,"",C,Олексіївка
27186,UA65000000000030969,UA65100000000029736,UA65100090000097337,"","",H,Музиківська
25870,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030680086111,"",C,Остерське
25871,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030690060278,"",C,Острівщина
25872,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030700091482,"",C,Павлівка
25873,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030710027016,"",C,Плахтіївка
25874,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030720073214,"",C,Преображенівка
25875,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030730022645,"",C,Привілля
25876,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030740069711,"",C,Рижове
25877,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030750047030,"",C,Роздолівка
25878,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030760073122,"",C,Рудаєве
25879,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030770030102,"",C,Рясне
25880,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030780068120,"",C,Садове
25881,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030790090521,"",C,Самійлівка
25882,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030800011828,"",C,Самійлівка
25883,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030810034677,"",C,Семенівка
25884,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030820060851,"",C,Серафимівка
25885,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030830093682,"",C,Сергієва Балка
25886,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030840060295,"",C,Слобожанське
25887,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030850080680,"",C,Софіївка
25888,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030860036547,"",C,Софіївка Перша
25889,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030870088401,"",C,Степове
25890,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030880067926,"",C,Тимофіївка
25891,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030890099023,"",C,Уплатне
25892,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030900031427,"",C,Федорівка
25893,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030910059376,"",C,Холодне
25894,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030920075324,"",C,Червоне
25895,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030930074692,"",C,Шевченкове Друге
25896,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030940024524,"",C,Шевченкове Перше
25897,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030950013422,"",C,Широке
25898,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030960018886,"",C,Якимівка
25899,UA63000000000041885,UA63100000000059237,UA63100030000050119,UA63100030970039020,"",C,Яковівка
25900,UA63000000000041885,UA63100000000059237,UA63100050000079487,"","",H,Лозівська
25901,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050010081626,"",M,Лозова
25902,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050020096954,"",T,Краснопавлівка
25903,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050030074292,"",T,Орілька
25904,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050040061549,"",T,Панютине
25905,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050050066726,"",C,Артільне
25906,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050060040911,"",C,Бакшарівка
25907,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050070069604,"",C,Барабашівка
25908,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050080057823,"",C,Благодатне
25909,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050090070272,"",C,Богомолівка
25910,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050100057963,"",C,Браїлівка
25911,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050110078255,"",C,Братолюбівка
25912,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050120051549,"",C,Бритай
25913,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050130015490,"",C,Бунакове
25914,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050140036772,"",C,Веселе
25915,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050150025446,"",C,Веселе
25916,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050160025268,"",C,Вільне
25917,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050170048883,"",C,Водолага
25918,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050180066026,"",C,Герсеванівка
25919,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050190071059,"",C,Герсеванівське
25920,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050200071734,"",C,Городнє
25921,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050210012974,"",C,Горохівка
25922,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050220024556,"",C,Григоросове
25923,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050230067570,"",C,Дивізійне
25924,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050240023046,"",C,Довгове
25925,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050250049468,"",C,Домаха
25926,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050260020770,"",C,Єлизаветівка
25927,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050270071446,"",C,Запарівка
25928,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050280045623,"",C,Запорізьке
25929,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050290054395,"",C,Захарівське
25930,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050300080548,"",C,Зелений Гай
25931,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050310020822,"",C,Іванівка
25932,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050320099391,"",C,Катеринівка
25933,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050330073392,"",C,Копані
25934,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050340076000,"",C,Лиман
25935,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050350066185,"",C,Литовщина
25936,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050360057362,"",C,Лісівське
25937,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050370020566,"",C,Мальцівське
25938,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050380016989,"",C,Мар’ївка
25939,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050390097637,"",C,Миколаївка
25940,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050400029655,"",C,Миколаївка
25941,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050410027358,"",C,Миколаївка
25942,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050420014444,"",C,Мирне
25943,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050430052560,"",C,Миролюбівка
25944,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050440052659,"",C,Миронівка
25945,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050450064964,"",C,Михайлівка
25946,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050460023434,"",C,Надеждине
25947,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050470048755,"",C,Надеждівка
25948,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050480054396,"",C,Нестеліївка
25949,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050490088993,"",C,Нова Іванівка
25950,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050500026476,"",C,Нова Мечебилівка
25951,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050510022162,"",C,Новоселівка
25952,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050520071708,"",C,Оддихне
25953,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050530064284,"",C,Олександрівка
25954,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050540010007,"",C,Олексіївка
25955,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050550051414,"",C,Павлівка Друга
25956,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050560017830,"",C,Перемога
25957,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050570052361,"",C,Петропілля
25958,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050580049737,"",C,Плисове
25959,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050590037262,"",C,Поди
25960,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050600025211,"",C,Полтавське
25961,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050610053420,"",C,Привілля
25962,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050620032207,"",C,Різдвянка
25963,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050630066838,"",C,Роздори
25964,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050640079968,"",C,Рубіжне
25965,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050650022752,"",C,Садове
25966,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050660038566,"",C,Світловщина
25967,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050670063993,"",C,Святушине
25968,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050680015751,"",C,Сергіївка
25969,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050690027166,"",C,Смирнівка
25970,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050700013380,"",C,Степанівка
25971,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050710023641,"",C,Степове
25972,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050720013723,"",C,Страсне
25973,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050730012184,"",C,Тихопілля
25974,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050740091099,"",C,Українське
25975,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050750080286,"",C,Українське
25976,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050760065544,"",C,Федорівка
25977,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050770027351,"",C,Федорівка
25978,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050780021478,"",C,Хижняківка
25979,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050790021609,"",C,Хлібне
25980,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050800052582,"",C,Царедарівка
25981,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050810040822,"",C,Червоний Кут
25982,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050820059872,"",C,Шатівка
25983,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050830048030,"",C,Шугаївка
25984,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050840036277,"",C,Яблучне
25985,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050850050992,"",C,Яковлівка
25986,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050860087596,"",X,Кінне
25987,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050870042683,"",X,Лагідне
25988,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050880024170,"",X,Миролюбівка
25989,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050890086575,"",X,Нижня Краснопавлівка
25990,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050900036440,"",X,Нове
25991,UA63000000000041885,UA63100000000059237,UA63100050000079487,UA63100050910079196,"",X,Чернігівське
25993,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070010078558,"",C,Олексіївка
25994,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070020094512,"",C,Берека
25995,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070030094356,"",C,Берестки
25996,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070040070271,"",C,Верхній Бишкин
25997,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070050052836,"",C,Єфремівка
25998,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070060037865,"",C,Кам’янка
25999,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070070031321,"",C,Картамиш
26000,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070080088965,"",C,Киселі
26001,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070090099904,"",C,Красиве
26002,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070100085405,"",C,Крутоярка
26003,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070110098612,"",C,Лозівське
26004,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070120065598,"",C,Максимівка
26005,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070130039210,"",C,Миколаївка
26006,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070140099732,"",C,Михайлівка
26007,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070150091286,"",C,Новоберецьке
26008,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070160082860,"",C,Одрадове
26009,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070170063933,"",C,Перерізнівка
26010,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070180072948,"",C,Рокитне
26011,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070190025075,"",C,Семенівка
26012,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070200022897,"",C,Степове
26013,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070210064131,"",C,Сумці
26014,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070220040859,"",C,Шевченкове
26015,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070230070971,"",X,Слобідське
26016,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070240093064,"",X,Трійчате
26017,UA63000000000041885,UA63100000000059237,UA63100070000048302,UA63100070250037970,"",X,Троїцьке
26018,UA63000000000041885,UA63100000000059237,UA63100090000052019,"","",H,Первомайська
26019,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090010068250,"",M,Первомайський
26020,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090020019702,"",C,Високе
26021,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090030099300,"",C,Грушине
26022,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090040075899,"",C,Калинівка
26023,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090050036319,"",C,Караченців
26024,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090060084374,"",C,Кашпурівка
26025,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090070031043,"",C,Маслівка
26026,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090080097999,"",C,Радомислівка
26027,UA63000000000041885,UA63100000000059237,UA63100090000052019,UA63100090090093237,"",C,Ржавчик
26028,UA63000000000041885,UA63120000000091135,"","","",P,Харківський
26030,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010010021177,"",T,Безлюдівка
26031,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010020068237,"",T,Васищеве
26032,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010030030261,"",T,Хорошеве
26033,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010040065175,"",C,Кирсанове
26034,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010050066850,"",C,Котляри
26035,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010060063178,"",C,Лизогубівка
26036,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010070065186,"",C,Мовчани
26037,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010080091177,"",C,Темнівка
26038,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010090042178,"",C,Хмарівка
26039,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010100063310,"",C,Шубіне
26040,UA63000000000041885,UA63120000000091135,UA63120010000021682,UA63120010110023141,"",X,Подольох
26041,UA63000000000041885,UA63120000000091135,UA63120030000035245,"","",H,Височанська
26042,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030010022850,"",T,Високий
26043,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030020029600,"",T,Бабаї
26044,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030030077849,"",T,Покотилівка
26045,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030040077526,"",C,Ржавець
26046,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030050077078,"",X,Затишне
26047,UA63000000000041885,UA63120000000091135,UA63120030000035245,UA63120030060063135,"",X,Нова Березівка
26048,UA63000000000041885,UA63120000000091135,UA63120050000019867,"","",H,Вільхівська
26049,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050010080795,"",C,Вільхівка
26050,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050020033139,"",T,Кулиничі
26051,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050030096636,"",C,Байрак
26052,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050040064993,"",C,Бісквітне
26053,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050050075704,"",C,Благодатне
26054,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050060012122,"",C,Бобрівка
26055,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050070071593,"",C,Бражники
26056,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050080021136,"",C,Верхня Роганка
26057,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050090042099,"",C,Заїки
26058,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050100062163,"",C,Затишшя
26059,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050110055516,"",C,Коропи
26060,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050120055696,"",C,Мала Рогань
26061,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050130036299,"",C,Сороківка
26062,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050140026809,"",C,Степанки
26063,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050150087085,"",X,Елітне
26064,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050160048797,"",X,Зернове
26065,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050170079679,"",X,Кутузівка
26066,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050180036397,"",X,Момотове
26067,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050190086454,"",X,Перемога
26068,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050200012487,"",X,Прелесне
26069,UA63000000000041885,UA63120000000091135,UA63120050000019867,UA63120050210036810,"",X,Слобідське
26070,UA63000000000041885,UA63120000000091135,UA63120070000018741,"","",H,Дергачівська
26071,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070010085847,"",M,Дергачі
26072,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070020018703,"",T,Козача Лопань
